geoid,state,county,borough,tract,name,population,commuters,median_income,area_sqkm,pop_density,commuter_ratio,centroid_lat,centroid_lon,bbox_min_lat,bbox_min_lon,bbox_max_lat,bbox_max_lon
360050312001,36,000,Unknown,031200,Block Group 1,0,0,0,0.082806,0.0,0.0,40.863975,-73.842595,40.8627189999415,-73.84444400006822,40.86523000007918,-73.84074699968609
360050312002,36,000,Unknown,031200,Block Group 2,0,0,0,0.11914,0.0,0.0,40.860367,-73.842664,40.85794899976063,-73.84450400034268,40.8627860000954,-73.84082299985408
36005031400,36,005,Bronx,031400,Census Tract 314; Bronx County; New York,2244,972,115368,0.0,0.0,0.4332,,,,,,
360050314001,36,000,Unknown,031400,Block Group 1,0,0,0,0.113697,0.0,0.0,40.863102,-73.845844,40.8609210001571,-73.8473210002927,40.86528299966732,-73.84436600025042
360050314002,36,000,Unknown,031400,Block Group 2,0,0,0,0.097376,0.0,0.0,40.859631,-73.84518,40.858290000180524,-73.84739699956235,40.86097299972689,-73.84296299976157
36005031600,36,005,Bronx,031600,Census Tract 316; Bronx County; New York,1907,843,97202,0.0,0.0,0.4421,,,,,,
360050316001,36,000,Unknown,031600,Block Group 1,0,0,0,0.098374,0.0,0.0,40.863157,-73.848698,40.860991000300075,-73.85021199986255,40.86532199983706,-73.84718499985024
360050316002,36,000,Unknown,031600,Block Group 2,0,0,0,0.078694,0.0,0.0,40.860757,-73.848772,40.8586570002133,-73.85028200018274,40.862856999667365,-73.84726100001824
36005031800,36,005,Bronx,031800,Census Tract 318; Bronx County; New York,1924,730,91625,0.0,0.0,0.3794,,,,,,
360050318001,36,000,Unknown,031800,Block Group 1,0,0,0,0.0662,0.0,0.0,40.864139,-73.851243,40.86288999966261,-73.8529610000405,40.865388000072,-73.84952499977429
360050318002,36,000,Unknown,031800,Block Group 2,0,0,0,0.112065,0.0,0.0,40.860664,-73.851859,40.85840999971149,-73.85356799976282,40.86291900015948,-73.85015099976317
36005031900,36,005,Bronx,031900,Census Tract 319; Bronx County; New York,773,198,0,0.0,0.0,0.2561,,,,,,
360050319000,36,000,Unknown,031900,Block Group 0,0,0,0,0.206417,0.0,0.0,40.915324,-73.914973,40.912942000112665,-73.91943099956413,40.917705000258394,-73.91051600010691
