geoid,name,county,tract,population,commuters,median_income
36081006900,Census Tract 69; Queens County; New York,081,006900,4218,2289,117167
36081007100,Census Tract 71; Queens County; New York,081,007100,3159,2172,114917
36081007300,Census Tract 73; Queens County; New York,081,007300,3574,2521,112500
36081007500,Census Tract 75; Queens County; New York,081,007500,4427,2364,82838
36081007700,Census Tract 77; Queens County; New York,081,007700,1903,1124,118125
36081007900,Census Tract 79; Queens County; New York,081,007900,2600,1518,109598
36081008100,Census Tract 81; Queens County; New York,081,008100,1113,783,116875
36081008300,Census Tract 83; Queens County; New York,081,008300,2266,1137,89500
36081008500,Census Tract 85; Queens County; New York,081,008500,1269,573,103625
36081008600,Census Tract 86; Queens County; New York,081,008600,2760,1233,66875
36081008700,Census Tract 87; Queens County; New York,081,008700,3157,716,16639
36081008800,Census Tract 88; Queens County; New York,081,008800,3622,1592,113891
36081009100,Census Tract 91; Queens County; New York,081,009100,1956,1042,94881
36081009400,Census Tract 94; Queens County; New York,081,009400,3104,1280,89792
36081009500,Census Tract 95; Queens County; New York,081,009500,2087,1203,104028
36081009600,Census Tract 96; Queens County; New York,081,009600,3344,1585,105156
36081009700,Census Tract 97; Queens County; New York,081,009700,4142,2335,117500
36081009800,Census Tract 98; Queens County; New York,081,009800,2526,1183,78875
36081009900,Census Tract 99; Queens County; New York,081,009900,0,0,0
36081010000,Census Tract 100; Queens County; New York,081,010000,3225,1715,112390
36081010100,Census Tract 101; Queens County; New York,081,010100,2507,1562,105063
36081010200,Census Tract 102; Queens County; New York,081,010200,2772,1553,99265
36081010300,Census Tract 103; Queens County; New York,081,010300,4305,2284,76118
36081010400,Census Tract 104; Queens County; New York,081,010400,3339,1400,81552
36081010500,Census Tract 105; Queens County; New York,081,010500,5309,1986,61589
36081010600,Census Tract 106; Queens County; New York,081,010600,3454,1544,112083
36081010701,Census Tract 107.01; Queens County; New York,081,010701,0,0,0
36081010800,Census Tract 108; Queens County; New York,081,010800,3134,1587,88224
36081011000,Census Tract 110; Queens County; New York,081,011000,3146,1392,81563
36081011100,Census Tract 111; Queens County; New York,081,011100,2949,1434,97465
36081011200,Census Tract 112; Queens County; New York,081,011200,2522,1227,64741
36081011300,Census Tract 113; Queens County; New York,081,011300,4466,2594,94300
36081011400,Census Tract 114; Queens County; New York,081,011400,2073,964,107670
36081011500,Census Tract 115; Queens County; New York,081,011500,2389,1462,106458
36081011600,Census Tract 116; Queens County; New York,081,011600,2118,1047,66250
36081011700,Census Tract 117; Queens County; New York,081,011700,3942,2586,114797
36081011800,Census Tract 118; Queens County; New York,081,011800,2826,1579,81628
36081011900,Census Tract 119; Queens County; New York,081,011900,1581,872,76889
36081012000,Census Tract 120; Queens County; New York,081,012000,2685,1304,93763
36081012100,Census Tract 121; Queens County; New York,081,012100,2120,1147,97500
36081012200,Census Tract 122; Queens County; New York,081,012200,3376,1504,89063
36081012301,Census Tract 123.01; Queens County; New York,081,012301,3107,1557,115735
36081012400,Census Tract 124; Queens County; New York,081,012400,3287,1937,84219
36081012500,Census Tract 125; Queens County; New York,081,012500,1394,817,94250
36081012601,Census Tract 126.01; Queens County; New York,081,012601,2858,1332,75135
36081012602,Census Tract 126.02; Queens County; New York,081,012602,2450,1357,78537
36081012800,Census Tract 128; Queens County; New York,081,012800,2594,1160,96755
36081013000,Census Tract 130; Queens County; New York,081,013000,1973,892,71719
36081013200,Census Tract 132; Queens County; New York,081,013200,1850,1004,76250
36081013400,Census Tract 134; Queens County; New York,081,013400,5462,2501,79722
36081013500,Census Tract 135; Queens County; New York,081,013500,1120,542,97167
36081013600,Census Tract 136; Queens County; New York,081,013600,2009,993,79968
36081013700,Census Tract 137; Queens County; New York,081,013700,1961,1159,113708
36081013800,Census Tract 138; Queens County; New York,081,013800,4029,2033,100833
36081014000,Census Tract 140; Queens County; New York,081,014000,3683,1981,109042
36081014100,Census Tract 141; Queens County; New York,081,014100,1652,1024,98281
36081014201,Census Tract 142.01; Queens County; New York,081,014201,4769,2229,58152
36081014202,Census Tract 142.02; Queens County; New York,081,014202,2965,872,63986
36081014300,Census Tract 143; Queens County; New York,081,014300,3944,2024,84543
36081014400,Census Tract 144; Queens County; New York,081,014400,1646,612,64464
36081014500,Census Tract 145; Queens County; New York,081,014500,2350,1382,78750
36081014700,Census Tract 147; Queens County; New York,081,014700,2969,1620,76875
36081014800,Census Tract 148; Queens County; New York,081,014800,1613,862,0
36081014900,Census Tract 149; Queens County; New York,081,014900,2240,1349,64635
36081015000,Census Tract 150; Queens County; New York,081,015000,2404,1110,112900
36081015100,Census Tract 151; Queens County; New York,081,015100,2694,1746,78468
36081015200,Census Tract 152; Queens County; New York,081,015200,2661,1065,80787
36081015300,Census Tract 153; Queens County; New York,081,015300,1793,1145,76979
36081015400,Census Tract 154; Queens County; New York,081,015400,1949,1041,89940
36081015500,Census Tract 155; Queens County; New York,081,015500,1976,1290,103971
36081015600,Census Tract 156; Queens County; New York,081,015600,2798,1360,78750
36081015700,Census Tract 157; Queens County; New York,081,015700,1341,795,68277
36081015801,Census Tract 158.01; Queens County; New York,081,015801,3889,2008,92194
36081015802,Census Tract 158.02; Queens County; New York,081,015802,5013,2308,103800
36081015900,Census Tract 159; Queens County; New York,081,015900,3260,1993,85718
36081016100,Census Tract 161; Queens County; New York,081,016100,2444,1226,95096
36081016300,Census Tract 163; Queens County; New York,081,016300,4169,1191,40313
36081016400,Census Tract 164; Queens County; New York,081,016400,3684,1632,94632
36081016600,Census Tract 166; Queens County; New York,081,016600,4127,2010,66715
36081016800,Census Tract 168; Queens County; New York,081,016800,3461,1837,111771
36081016900,Census Tract 169; Queens County; New York,081,016900,5445,3058,74916
36081017000,Census Tract 170; Queens County; New York,081,017000,2633,1255,92115
36081017101,Census Tract 171.01; Queens County; New York,081,017101,0,0,0
36081017102,Census Tract 171.02; Queens County; New York,081,017102,46,20,0
36081017200,Census Tract 172; Queens County; New York,081,017200,1988,836,79643
36081017400,Census Tract 174; Queens County; New York,081,017400,2573,1261,102663
36081017600,Census Tract 176; Queens County; New York,081,017600,2163,983,70750
36081017800,Census Tract 178; Queens County; New York,081,017800,2231,1138,74609
36081017901,Census Tract 179.01; Queens County; New York,081,017901,1118,559,66379
36081017902,Census Tract 179.02; Queens County; New York,081,017902,38,9,0
36081018000,Census Tract 180; Queens County; New York,081,018000,1434,490,84643
36081018101,Census Tract 181.01; Queens County; New York,081,018101,4025,2130,81441
36081018102,Census Tract 181.02; Queens County; New York,081,018102,3534,1884,83995
36081018200,Census Tract 182; Queens County; New York,081,018200,2946,1453,81977
36081018300,Census Tract 183; Queens County; New York,081,018300,5304,2820,84761
36081018401,Census Tract 184.01; Queens County; New York,081,018401,2118,844,55179
36081018402,Census Tract 184.02; Queens County; New York,081,018402,3017,1344,92344
36081018501,Census Tract 185.01; Queens County; New York,081,018501,3636,2011,80728
36081018502,Census Tract 185.02; Queens County; New York,081,018502,3078,1976,111875
36081018600,Census Tract 186; Queens County; New York,081,018600,1914,982,88636
36081018700,Census Tract 187; Queens County; New York,081,018700,2851,1625,90817
36081018800,Census Tract 188; Queens County; New York,081,018800,1402,760,110417
36081018900,Census Tract 189; Queens County; New York,081,018900,3173,1332,81106
36081019000,Census Tract 190; Queens County; New York,081,019000,2513,1166,80282
36081019200,Census Tract 192; Queens County; New York,081,019200,2064,897,91681
36081019400,Census Tract 194; Queens County; New York,081,019400,3057,1365,85571
36081019600,Census Tract 196; Queens County; New York,081,019600,3438,1594,89808
36081019800,Census Tract 198; Queens County; New York,081,019800,3049,1437,75625
36081019901,Census Tract 199.01; Queens County; New York,081,019901,461,126,53958
36081019902,Census Tract 199.02; Queens County; New York,081,019902,57,7,0
36081019903,Census Tract 199.03; Queens County; New York,081,019903,0,0,0
36081020200,Census Tract 202; Queens County; New York,081,020200,1621,750,77440
36081020400,Census Tract 204; Queens County; New York,081,020400,2287,1045,61433
36081020500,Census Tract 205; Queens County; New York,081,020500,1353,572,64583
36081020600,Census Tract 206; Queens County; New York,081,020600,1483,758,75114
36081020800,Census Tract 208; Queens County; New York,081,020800,3514,1555,70417
36081021200,Census Tract 212; Queens County; New York,081,021200,2846,1314,60250
36081021400,Census Tract 214; Queens County; New York,081,021400,6019,2160,64643
36081021601,Census Tract 216.01; Queens County; New York,081,021601,2861,1736,99630
36081021602,Census Tract 216.02; Queens County; New York,081,021602,1656,592,69178
36081021603,Census Tract 216.03; Queens County; New York,081,021603,0,0,0
36081021900,Census Tract 219; Queens County; New York,081,021900,0,0,0
36081022001,Census Tract 220.01; Queens County; New York,081,022001,6682,3270,84375
36081022002,Census Tract 220.02; Queens County; New York,081,022002,7156,3610,103207
36081022900,Census Tract 229; Queens County; New York,081,022900,0,0,0
36081023000,Census Tract 230; Queens County; New York,081,023000,1890,854,108646
36081023200,Census Tract 232; Queens County; New York,081,023200,5193,2582,82600
36081023501,Census Tract 235.01; Queens County; New York,081,023501,4467,2231,57340
36081023502,Census Tract 235.02; Queens County; New York,081,023502,2801,1764,72000
36081023600,Census Tract 236; Queens County; New York,081,023600,3099,1337,68750
36081023800,Census Tract 238; Queens County; New York,081,023800,5426,2551,68024
36081024000,Census Tract 240; Queens County; New York,081,024000,7208,3474,63667
36081024300,Census Tract 243; Queens County; New York,081,024300,5661,2629,64162
36081024500,Census Tract 245; Queens County; New York,081,024500,4829,2126,61439
36081024600,Census Tract 246; Queens County; New York,081,024600,0,0,0
36081024700,Census Tract 247; Queens County; New York,081,024700,1392,777,59811
36081024900,Census Tract 249; Queens County; New York,081,024900,5268,2636,70676
36081025100,Census Tract 251; Queens County; New York,081,025100,5997,3201,96032
36081025301,Census Tract 253.01; Queens County; New York,081,025301,4330,2109,65667
36081025302,Census Tract 253.02; Queens County; New York,081,025302,3383,1874,77188
36081025401,Census Tract 254.01; Queens County; New York,081,025401,4041,1612,92121
36081025402,Census Tract 254.02; Queens County; New York,081,025402,6013,1923,40068
36081025500,Census Tract 255; Queens County; New York,081,025500,1822,858,92426
36081025700,Census Tract 257; Queens County; New York,081,025700,1639,767,81806
36081025800,Census Tract 258; Queens County; New York,081,025800,2517,1011,91471
36081025900,Census Tract 259; Queens County; New York,081,025900,3519,1897,71750
36081026000,Census Tract 260; Queens County; New York,081,026000,2860,1168,68892
36081026100,Census Tract 261; Queens County; New York,081,026100,7310,3615,63750
36081026200,Census Tract 262; Queens County; New York,081,026200,1534,654,77200
36081026300,Census Tract 263; Queens County; New York,081,026300,5208,3081,82481
36081026400,Census Tract 264; Queens County; New York,081,026400,2565,1104,72083
36081026501,Census Tract 265.01; Queens County; New York,081,026501,3131,1419,51359
36081026502,Census Tract 265.02; Queens County; New York,081,026502,1575,810,108720
36081026600,Census Tract 266; Queens County; New York,081,026600,1701,573,26875
36081026700,Census Tract 267; Queens County; New York,081,026700,5342,2609,50316
36081026901,Census Tract 269.01; Queens County; New York,081,026901,5065,2338,61488
36081026902,Census Tract 269.02; Queens County; New York,081,026902,4197,2110,55298
36081027000,Census Tract 270; Queens County; New York,081,027000,2362,986,111139
36081027101,Census Tract 271.01; Queens County; New York,081,027101,5236,2603,58906
36081027102,Census Tract 271.02; Queens County; New York,081,027102,2810,1389,71031
36081027200,Census Tract 272; Queens County; New York,081,027200,1998,1101,83816
36081027301,Census Tract 273.01; Queens County; New York,081,027301,3105,1371,63110
36081027302,Census Tract 273.02; Queens County; New York,081,027302,4390,2032,52404
36081027400,Census Tract 274; Queens County; New York,081,027400,1991,1019,63267
36081027500,Census Tract 275; Queens County; New York,081,027500,7145,3650,54986
36081027600,Census Tract 276; Queens County; New York,081,027600,1575,732,95893
36081027701,Census Tract 277.01; Queens County; New York,081,027701,3629,1748,61257
36081027702,Census Tract 277.02; Queens County; New York,081,027702,3808,2097,75702
36081027800,Census Tract 278; Queens County; New York,081,027800,2573,884,48889
36081027900,Census Tract 279; Queens County; New York,081,027900,7738,3839,81165
36081028000,Census Tract 280; Queens County; New York,081,028000,1620,585,70465
36081028100,Census Tract 281; Queens County; New York,081,028100,6083,3163,71832
36081028200,Census Tract 282; Queens County; New York,081,028200,2221,875,66071
36081028300,Census Tract 283; Queens County; New York,081,028300,7576,3793,76747
36081028400,Census Tract 284; Queens County; New York,081,028400,4242,2112,103664
36081028500,Census Tract 285; Queens County; New York,081,028500,5172,2753,101250
36081028700,Census Tract 287; Queens County; New York,081,028700,6915,3265,74543
36081028801,Census Tract 288.01; Queens County; New York,081,028801,2655,1016,94821
36081028802,Census Tract 288.02; Queens County; New York,081,028802,2336,972,84835
36081028803,Census Tract 288.03; Queens County; New York,081,028803,0,0,0
36081028900,Census Tract 289; Queens County; New York,081,028900,5104,2710,75547
36081029100,Census Tract 291; Queens County; New York,081,029100,6124,2818,63740
36081029300,Census Tract 293; Queens County; New York,081,029300,1218,566,70452
36081029400,Census Tract 294; Queens County; New York,081,029400,7951,3743,100044
36081029500,Census Tract 295; Queens County; New York,081,029500,4064,2175,84972
36081029700,Census Tract 297; Queens County; New York,081,029700,2343,1204,98125
36081029900,Census Tract 299; Queens County; New York,081,029900,0,0,0
36081030600,Census Tract 306; Queens County; New York,081,030600,4980,2168,93537
36081030903,Census Tract 309.03; Queens County; New York,081,030903,5132,2254,80385
36081030904,Census Tract 309.04; Queens County; New York,081,030904,2762,1108,55406
36081030905,Census Tract 309.05; Queens County; New York,081,030905,2951,1186,93125
36081030906,Census Tract 309.06; Queens County; New York,081,030906,3582,2016,79075
36081031700,Census Tract 317; Queens County; New York,081,031700,5414,1934,71822
36081032000,Census Tract 320; Queens County; New York,081,032000,5504,2299,93692
36081032700,Census Tract 327; Queens County; New York,081,032700,3321,1064,60398
36081032800,Census Tract 328; Queens County; New York,081,032800,3031,1263,92500
36081032900,Census Tract 329; Queens County; New York,081,032900,3369,1100,55529
36081033000,Census Tract 330; Queens County; New York,081,033000,7098,3139,96357
36081033100,Census Tract 331; Queens County; New York,081,033100,0,0,0
36081033401,Census Tract 334.01; Queens County; New York,081,033401,4319,1643,67331
36081033403,Census Tract 334.03; Queens County; New York,081,033403,4346,1865,51520
36081033404,Census Tract 334.04; Queens County; New York,081,033404,5836,2387,34237
36081033405,Census Tract 334.05; Queens County; New York,081,033405,3376,1605,77161
36081033700,Census Tract 337; Queens County; New York,081,033700,2447,1309,98832
36081033900,Census Tract 339; Queens County; New York,081,033900,2760,1009,61627
36081034700,Census Tract 347; Queens County; New York,081,034700,3360,1383,71464
36081035100,Census Tract 351; Queens County; New York,081,035100,3650,1736,73536
36081035200,Census Tract 352; Queens County; New York,081,035200,2898,1271,105750
36081035300,Census Tract 353; Queens County; New York,081,035300,2156,1019,101607
36081035700,Census Tract 357; Queens County; New York,081,035700,4121,1598,84242
36081035800,Census Tract 358; Queens County; New York,081,035800,4199,2166,89570
36081036100,Census Tract 361; Queens County; New York,081,036100,2201,1058,71433
36081036300,Census Tract 363; Queens County; New York,081,036300,2081,1079,74148
36081036500,Census Tract 365; Queens County; New York,081,036500,2696,1241,67625
36081036600,Census Tract 366; Queens County; New York,081,036600,2939,1522,76181
36081036700,Census Tract 367; Queens County; New York,081,036700,2213,820,54750
36081036800,Census Tract 368; Queens County; New York,081,036800,2562,1248,85455
36081037100,Census Tract 371; Queens County; New York,081,037100,1403,636,69424
36081037300,Census Tract 373; Queens County; New York,081,037300,2543,1021,78413
36081037501,Census Tract 375.01; Queens County; New York,081,037501,1408,620,56458
36081037502,Census Tract 375.02; Queens County; New York,081,037502,2724,1289,68725
36081037600,Census Tract 376; Queens County; New York,081,037600,6274,2925,112708
36081037700,Census Tract 377; Queens County; New York,081,037700,4173,2018,88286
36081037900,Census Tract 379; Queens County; New York,081,037900,7170,3644,77904
36081038100,Census Tract 381; Queens County; New York,081,038100,7121,4166,75521
36081038301,Census Tract 383.01; Queens County; New York,081,038301,0,0,0
36081038302,Census Tract 383.02; Queens County; New York,081,038302,0,0,0
36081038400,Census Tract 384; Queens County; New York,081,038400,2539,1123,97946
36081039400,Census Tract 394; Queens County; New York,081,039400,3328,1343,99950
36081039800,Census Tract 398; Queens County; New York,081,039800,1667,999,123864
36081039901,Census Tract 399.01; Queens County; New York,081,039901,2547,1063,111563
36081039902,Census Tract 399.02; Queens County; New York,081,039902,1867,830,57784
36081040000,Census Tract 400; Queens County; New York,081,040000,1691,808,96354
36081040101,Census Tract 401.01; Queens County; New York,081,040101,2852,1258,58512
36081040102,Census Tract 401.02; Queens County; New York,081,040102,4940,2708,71283
36081040200,Census Tract 402; Queens County; New York,081,040200,1750,903,131761
36081040301,Census Tract 403.01; Queens County; New York,081,040301,3151,1639,34457
36081040302,Census Tract 403.02; Queens County; New York,081,040302,4149,2218,75385
36081040400,Census Tract 404; Queens County; New York,081,040400,4529,2406,85063
36081040501,Census Tract 405.01; Queens County; New York,081,040501,564,392,95159
36081040502,Census Tract 405.02; Queens County; New York,081,040502,2306,1382,88893
36081040701,Census Tract 407.01; Queens County; New York,081,040701,3676,1717,79558
36081040702,Census Tract 407.02; Queens County; New York,081,040702,4341,2591,93182
36081040901,Census Tract 409.01; Queens County; New York,081,040901,2119,1098,98750
36081040902,Census Tract 409.02; Queens County; New York,081,040902,3573,1863,70104
36081041100,Census Tract 411; Queens County; New York,081,041100,3850,1895,64568
36081041300,Census Tract 413; Queens County; New York,081,041300,4600,2328,71932
36081041400,Census Tract 414; Queens County; New York,081,041400,5054,2319,86495
36081041500,Census Tract 415; Queens County; New York,081,041500,4292,1965,65112
36081042400,Census Tract 424; Queens County; New York,081,042400,2587,1183,77445
36081042600,Census Tract 426; Queens County; New York,081,042600,500,42,0
36081042700,Census Tract 427; Queens County; New York,081,042700,4536,2625,52007
36081043200,Census Tract 432; Queens County; New York,081,043200,1273,538,88355
36081043400,Census Tract 434; Queens County; New York,081,043400,1823,841,98274
36081043701,Census Tract 437.01; Queens County; New York,081,043701,3418,1254,74205
36081043702,Census Tract 437.02; Queens County; New York,081,043702,8025,3520,61649
36081043900,Census Tract 439; Queens County; New York,081,043900,3209,1247,69919
36081044000,Census Tract 440; Queens County; New York,081,044000,3986,1547,56518
36081044301,Census Tract 443.01; Queens County; New York,081,044301,3765,1036,26172
36081044302,Census Tract 443.02; Queens County; New York,081,044302,4799,2397,60654
36081044400,Census Tract 444; Queens County; New York,081,044400,3962,1617,42521
36081044601,Census Tract 446.01; Queens County; New York,081,044601,3796,1687,52653
36081044602,Census Tract 446.02; Queens County; New York,081,044602,5210,1835,44700
36081044800,Census Tract 448; Queens County; New York,081,044800,2889,1307,65227
36081045000,Census Tract 450; Queens County; New York,081,045000,2004,842,137109
36081045200,Census Tract 452; Queens County; New York,081,045200,1332,423,71550
36081045400,Census Tract 454; Queens County; New York,081,045400,4793,2111,65610
36081045500,Census Tract 455; Queens County; New York,081,045500,13869,6149,75033
36081045600,Census Tract 456; Queens County; New York,081,045600,1244,504,75500
36081045700,Census Tract 457; Queens County; New York,081,045700,3735,2219,78500
36081045800,Census Tract 458; Queens County; New York,081,045800,2516,1106,80380
36081045900,Census Tract 459; Queens County; New York,081,045900,4025,1967,78104
36081046000,Census Tract 460; Queens County; New York,081,046000,6259,2990,67267
36081046100,Census Tract 461; Queens County; New York,081,046100,2482,1244,69750
36081046200,Census Tract 462; Queens County; New York,081,046200,6079,2273,56062
36081046300,Census Tract 463; Queens County; New York,081,046300,4097,1961,70451
36081046400,Census Tract 464; Queens County; New York,081,046400,2176,914,109076
36081046500,Census Tract 465; Queens County; New York,081,046500,4575,2366,76833
36081046600,Census Tract 466; Queens County; New York,081,046600,4806,2219,71538
36081046700,Census Tract 467; Queens County; New York,081,046700,7177,3475,65564
36081046800,Census Tract 468; Queens County; New York,081,046800,3726,1840,81280
36081046901,Census Tract 469.01; Queens County; New York,081,046901,5055,2124,67381
36081046902,Census Tract 469.02; Queens County; New York,081,046902,3765,2158,78646
36081047000,Census Tract 470; Queens County; New York,081,047000,3473,1582,65833
36081047100,Census Tract 471; Queens County; New York,081,047100,4691,2255,55068
36081047200,Census Tract 472; Queens County; New York,081,047200,4036,1863,116101
36081047300,Census Tract 473; Queens County; New York,081,047300,4407,2267,65538
36081047500,Census Tract 475; Queens County; New York,081,047500,5262,2734,79631
36081047600,Census Tract 476; Queens County; New York,081,047600,1436,610,109846
36081047801,Census Tract 478.01; Queens County; New York,081,047801,3455,1428,39962
36081047802,Census Tract 478.02; Queens County; New York,081,047802,1385,670,91483
36081047900,Census Tract 479; Queens County; New York,081,047900,5903,2945,79796
36081048000,Census Tract 480; Queens County; New York,081,048000,2375,1076,92984
36081048100,Census Tract 481; Queens County; New York,081,048100,7021,3243,69063
36081048200,Census Tract 482; Queens County; New York,081,048200,1344,624,70766
36081048301,Census Tract 483.01; Queens County; New York,081,048301,2178,1174,69556
36081048302,Census Tract 483.02; Queens County; New York,081,048302,2424,1077,86250
36081048400,Census Tract 484; Queens County; New York,081,048400,4997,2288,77014
36081048500,Census Tract 485; Queens County; New York,081,048500,4631,2283,73362
36081048900,Census Tract 489; Queens County; New York,081,048900,1633,687,56600
36081049201,Census Tract 492.01; Queens County; New York,081,049201,3175,1692,66992
36081049202,Census Tract 492.02; Queens County; New York,081,049202,2540,1123,104076
36081049301,Census Tract 493.01; Queens County; New York,081,049301,2357,915,71950
36081049302,Census Tract 493.02; Queens County; New York,081,049302,3171,1277,63125
36081049500,Census Tract 495; Queens County; New York,081,049500,1592,699,95375
36081049600,Census Tract 496; Queens County; New York,081,049600,3042,1546,100809
36081049700,Census Tract 497; Queens County; New York,081,049700,3123,1433,63250
36081049900,Census Tract 499; Queens County; New York,081,049900,5440,2823,80290
36081050000,Census Tract 500; Queens County; New York,081,050000,4840,2470,80513
36081050201,Census Tract 502.01; Queens County; New York,081,050201,1471,761,84233
36081050202,Census Tract 502.02; Queens County; New York,081,050202,1363,628,78750
36081050400,Census Tract 504; Queens County; New York,081,050400,1852,834,108598
36081050500,Census Tract 505; Queens County; New York,081,050500,1925,938,97750
36081050600,Census Tract 506; Queens County; New York,081,050600,1451,825,138000
36081050700,Census Tract 507; Queens County; New York,081,050700,3458,1957,82703
36081050800,Census Tract 508; Queens County; New York,081,050800,1756,732,73333
36081051000,Census Tract 510; Queens County; New York,081,051000,1952,873,107601
36081051100,Census Tract 511; Queens County; New York,081,051100,2738,1274,118375
36081051200,Census Tract 512; Queens County; New York,081,051200,2786,1434,115000
36081051300,Census Tract 513; Queens County; New York,081,051300,2768,1247,106949
36081051500,Census Tract 515; Queens County; New York,081,051500,3448,1557,100864
36081051600,Census Tract 516; Queens County; New York,081,051600,2209,1101,111750
36081051700,Census Tract 517; Queens County; New York,081,051700,1928,1308,118587
36081051800,Census Tract 518; Queens County; New York,081,051800,2250,1229,103456
36081052000,Census Tract 520; Queens County; New York,081,052000,1448,559,82426
36081052100,Census Tract 521; Queens County; New York,081,052100,1969,989,106150
36081052200,Census Tract 522; Queens County; New York,081,052200,1810,692,72063
36081052400,Census Tract 524; Queens County; New York,081,052400,2155,1080,107135
36081052500,Census Tract 525; Queens County; New York,081,052500,2575,1292,76827
36081052600,Census Tract 526; Queens County; New York,081,052600,2449,1217,89051
36081052800,Census Tract 528; Queens County; New York,081,052800,1513,679,84113
36081053000,Census Tract 530; Queens County; New York,081,053000,2756,1282,125938
36081053100,Census Tract 531; Queens County; New York,081,053100,3202,1754,62143
36081053200,Census Tract 532; Queens County; New York,081,053200,2358,969,88802
36081053401,Census Tract 534.01; Queens County; New York,081,053401,2087,1018,127000
36081053501,Census Tract 535.01; Queens County; New York,081,053501,1272,716,82697
36081053502,Census Tract 535.02; Queens County; New York,081,053502,0,0,0
36081053601,Census Tract 536.01; Queens County; New York,081,053601,1950,793,0
36081053800,Census Tract 538; Queens County; New York,081,053800,1655,713,103618
36081053901,Census Tract 539.01; Queens County; New York,081,053901,4367,2456,88585
36081053902,Census Tract 539.02; Queens County; New York,081,053902,136,60,0
36081054000,Census Tract 540; Queens County; New York,081,054000,3943,1777,60329
36081054200,Census Tract 542; Queens County; New York,081,054200,5559,2388,81439
36081054500,Census Tract 545; Queens County; New York,081,054500,3749,1852,59980
36081054700,Census Tract 547; Queens County; New York,081,054700,4953,2612,111641
36081054800,Census Tract 548; Queens County; New York,081,054800,2472,1080,103333
36081054900,Census Tract 549; Queens County; New York,081,054900,5800,3025,89283
36081055100,Census Tract 551; Queens County; New York,081,055100,4398,2266,81000
36081055200,Census Tract 552; Queens County; New York,081,055200,2990,1397,66357
36081055300,Census Tract 553; Queens County; New York,081,055300,3133,1765,84315
36081055400,Census Tract 554; Queens County; New York,081,055400,2751,1312,90685
36081055500,Census Tract 555; Queens County; New York,081,055500,2168,1093,75917
36081055600,Census Tract 556; Queens County; New York,081,055600,2355,1057,122357
36081055700,Census Tract 557; Queens County; New York,081,055700,4025,2152,86346
36081055800,Census Tract 558; Queens County; New York,081,055800,1795,1011,80536
36081055900,Census Tract 559; Queens County; New York,081,055900,1158,592,77188
36081056000,Census Tract 560; Queens County; New York,081,056000,1681,816,106667
36081056100,Census Tract 561; Queens County; New York,081,056100,18,11,0
36081056200,Census Tract 562; Queens County; New York,081,056200,1399,632,96528
36081056400,Census Tract 564; Queens County; New York,081,056400,1365,633,86667
36081056500,Census Tract 565; Queens County; New York,081,056500,1797,1075,118319
36081056600,Census Tract 566; Queens County; New York,081,056600,1369,514,70938
36081056700,Census Tract 567; Queens County; New York,081,056700,4971,2739,107540
36081056800,Census Tract 568; Queens County; New York,081,056800,4901,2432,106354
36081057700,Census Tract 577; Queens County; New York,081,057700,4056,2100,83438
36081057900,Census Tract 579; Queens County; New York,081,057900,1692,843,70841
36081058000,Census Tract 580; Queens County; New York,081,058000,4329,2219,122411
36081058100,Census Tract 581; Queens County; New York,081,058100,2870,1569,74085
36081058200,Census Tract 582; Queens County; New York,081,058200,5502,2663,116369
36081058300,Census Tract 583; Queens County; New York,081,058300,3757,1948,103774
36081058500,Census Tract 585; Queens County; New York,081,058500,4614,2592,86667
36081058700,Census Tract 587; Queens County; New York,081,058700,3080,1756,98016
36081058900,Census Tract 589; Queens County; New York,081,058900,4833,2547,75089
36081059000,Census Tract 590; Queens County; New York,081,059000,1186,658,86000
36081059100,Census Tract 591; Queens County; New York,081,059100,5332,2829,72671
36081059200,Census Tract 592; Queens County; New York,081,059200,1510,721,97250
36081059300,Census Tract 593; Queens County; New York,081,059300,4115,1962,78462
36081059400,Census Tract 594; Queens County; New York,081,059400,1770,964,149904
36081059501,Census Tract 595.01; Queens County; New York,081,059501,1635,805,75250
36081059502,Census Tract 595.02; Queens County; New York,081,059502,3220,1315,59386
36081059600,Census Tract 596; Queens County; New York,081,059600,1539,507,88913
36081059800,Census Tract 598; Queens County; New York,081,059800,1801,905,103203
36081059900,Census Tract 599; Queens County; New York,081,059900,1449,723,84125
36081060000,Census Tract 600; Queens County; New York,081,060000,1012,544,94583
36081060100,Census Tract 601; Queens County; New York,081,060100,2275,976,88750
36081060300,Census Tract 603; Queens County; New York,081,060300,2011,817,90938
36081060600,Census Tract 606; Queens County; New York,081,060600,1332,784,98661
36081060701,Census Tract 607.01; Queens County; New York,081,060701,14,14,0
36081060800,Census Tract 608; Queens County; New York,081,060800,1605,809,130208
36081061000,Census Tract 610; Queens County; New York,081,061000,1583,845,107115
36081061200,Census Tract 612; Queens County; New York,081,061200,2032,934,127420
36081061301,Census Tract 613.01; Queens County; New York,081,061301,5070,2424,72055
36081061302,Census Tract 613.02; Queens County; New York,081,061302,0,0,0
36081061400,Census Tract 614; Queens County; New York,081,061400,1517,654,144500
36081061601,Census Tract 616.01; Queens County; New York,081,061601,2561,1191,101250
36081061602,Census Tract 616.02; Queens County; New York,081,061602,1013,491,121058
36081061800,Census Tract 618; Queens County; New York,081,061800,1809,856,96587
36081061900,Census Tract 619; Queens County; New York,081,061900,3543,1862,82500
